# Mac App Store apps. id<TAB>name  -  installed by ./mas-apps.sh
# Most of these are Safari extensions shipped as standalone apps.
1402042596	AdBlock for Safari
441258766	Magnet
1592917505	Noir
1584519802	Vimlike
1221250572	Xnip
